<Date>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2019-08-16 14:28:00,1281.75,1281.75,1281.3,1281.4,4754
2019-08-16 14:29:00,1281.4,1281.4,1280.5,1280.8,6422
2019-08-16 14:30:00,1280.8,1282.2,1280.8,1281.5,13284
2019-08-16 14:31:00,1281.75,1282,1281.4,1281.85,9308
2019-08-16 14:32:00,1281.9,1281.95,1281.35,1281.35,7279
2019-08-16 14:33:00,1281.5,1282,1281.4,1281.75,16256
2019-08-16 14:34:00,1281.8,1282.05,1281.35,1281.95,5581
2019-08-16 14:35:00,1282,1282,1279.75,1280,20458
2019-08-16 14:36:00,1280.35,1280.35,1279.85,1280,13880
2019-08-16 14:37:00,1279.95,1280.05,1279.85,1279.95,16646
2019-08-16 14:38:00,1279.95,1280.5,1279.8,1279.9,12410
2019-08-16 14:39:00,1280,1280,1279.2,1279.3,11280
2019-08-16 14:40:00,1279.3,1279.95,1279.1,1279.95,8803
2019-08-16 14:41:00,1280,1280.05,1279.7,1279.9,14086
2019-08-16 14:42:00,1279.95,1280,1279.8,1280,7505
2019-08-16 14:43:00,1280,1280,1279.7,1280,8135
2019-08-16 14:44:00,1280,1280,1279.8,1280,13042
2019-08-16 14:45:00,1279.95,1280,1279.55,1279.7,8832
2019-08-16 14:46:00,1279.7,1279.75,1278.25,1278.6,26847
2019-08-16 14:47:00,1278.45,1279,1278.2,1278.95,26086
2019-08-16 14:48:00,1279.05,1279.95,1279.05,1279.65,9496
2019-08-16 14:49:00,1279.7,1279.7,1278.3,1278.65,12945
2019-08-16 14:50:00,1278.65,1279.65,1278.1,1278.2,11220
2019-08-16 14:51:00,1278.25,1279.55,1278.1,1278.5,13312
2019-08-16 14:52:00,1278.85,1279.7,1278.5,1279.6,9246
2019-08-16 14:53:00,1279.45,1280.9,1279.1,1280.7,23333
2019-08-16 14:54:00,1280.9,1281,1280.3,1280.35,11337
2019-08-16 14:55:00,1280.4,1280.45,1279.85,1280.1,9128
2019-08-16 14:56:00,1280.1,1280.95,1279.7,1279.8,10852
2019-08-16 14:57:00,1279.8,1279.95,1278.5,1278.55,16409
2019-08-16 14:58:00,1278.65,1279.65,1278.6,1279.1,10783
2019-08-16 14:59:00,1279.5,1279.65,1278.75,1278.9,9165
2019-08-16 15:00:00,1278.8,1281.1,1278.65,1280.35,53325
2019-08-16 15:01:00,1280.05,1280.5,1278.7,1278.7,36669
2019-08-16 15:02:00,1278.75,1279.35,1278.35,1278.5,34488
2019-08-16 15:03:00,1278.5,1280,1278.3,1278.75,38457
2019-08-16 15:04:00,1278.9,1279.9,1278.85,1279.45,32823
2019-08-16 15:05:00,1279.5,1279.5,1278.6,1279.25,30834
2019-08-16 15:06:00,1279.25,1280,1279.15,1279.9,44219
2019-08-16 15:07:00,1279.9,1280,1279,1279.5,36116
2019-08-16 15:08:00,1279.1,1279.95,1279.1,1279.75,31259
2019-08-16 15:09:00,1279.8,1279.85,1278.65,1279.45,28746
2019-08-16 15:10:00,1279.5,1280.45,1279.45,1280.2,52027
2019-08-16 15:11:00,1280.3,1280.95,1279.6,1279.85,44043
2019-08-16 15:12:00,1279.5,1279.95,1279.4,1279.5,36879
2019-08-16 15:13:00,1279.4,1279.5,1278.65,1278.65,31039
2019-08-16 15:14:00,1278.65,1279.3,1278.1,1279.15,47195
2019-08-16 15:15:00,1278.7,1279.9,1278.3,1278.3,70274
2019-08-16 15:16:00,1278,1279.45,1277.35,1277.55,97041
2019-08-16 15:17:00,1277.5,1278.2,1275.8,1275.8,71748
2019-08-16 15:18:00,1275.8,1277.5,1275.15,1276.5,43815
2019-08-16 15:19:00,1276.6,1276.6,1275,1275,49070
2019-08-16 15:20:00,1275.05,1275.5,1274.75,1275.4,36408
2019-08-16 15:21:00,1275.25,1275.7,1275.2,1275.2,35406
2019-08-16 15:22:00,1275.2,1276.6,1275.1,1276,67085
2019-08-16 15:23:00,1276,1276.45,1275.3,1276.15,52731
2019-08-16 15:24:00,1275.75,1276.75,1275.5,1275.7,40929
2019-08-16 15:25:00,1275.8,1276.8,1275.5,1276.25,41317
2019-08-16 15:26:00,1276.25,1278.5,1276.25,1277.45,50919
2019-08-16 15:27:00,1277.55,1278.25,1277.55,1277.85,33319
2019-08-16 15:28:00,1277.85,1278.2,1277.6,1277.75,29297
2019-08-16 15:29:00,1277.6,1278.9,1277.6,1278.9,35718
2019-08-19 09:15:00,1281.05,1285.95,1281.8,1284.5,140687
